x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
9.975352133559392,0.0482183513545736,0.5660837104214496,10.00000000000002,0.0015736624607596847,0.31729782170754367
15.021899857204536,0.02310900122180086,0.5410614241674319,15.128443053611093,0.0006480950273134927,0.20847475849103875
20.062147834064536,0.04066481596480587,0.5374967866814844,20.205553097986098,0.00045286023504412264,0.15502921850050785
24.924468605496358,-0.040473240147676635,0.5146575311501209,25.167754314700353,6.94062083914664e-05,0.12259452810198133
9.971782095506931,1.9821448683146543,0.5206511572266477,10.28747842482375,0.05861430948618236,0.07036494964262188
15.001700108723849,2.0003864283110557,0.5236741185892626,15.245993376540827,0.02657730439557898,0.09933479864250756
19.991716537639487,1.9940629519465154,0.5226444441451559,20.27792399703724,0.015108540596275576,0.09478988637993525
24.946447973869596,2.0815930190993175,0.530635476568623,25.20115925294013,0.010036251429787908,0.08505936469481971
10.033694822745305,3.972480052192817,0.5349578864544524,11.087694168363695,0.10279429366023982,-0.1250101171579545
15.010712586144756,4.004677641486792,0.5234972445047994,15.729582155835587,0.05010930398580579,-0.00085577232000329
19.917579825729906,4.0536800429544835,0.5265397234296496,20.524662758437174,0.02958439055999065,0.03527659122737196
24.987690161586265,3.9916999505980777,0.5229000018897194,25.543297770996546,0.01880071581723095,0.04750751098144062
10.0186651051707,6.004814533505442,0.5183921334244959,12.249438857228963,0.13207408248643127,-0.27428922773074965
14.98862613133039,5.9912264103571555,0.5248160422552774,16.535938235766988,0.06924423592936502,-0.08634227857486046
20.014420271646646,6.006767110727591,0.5233060851224174,21.232713626326575,0.04140204178791294,-0.01770377839603596
24.99833872466724,5.997352722087887,0.5235621854299453,26.009046544833616,0.02728585088234579,0.011507045054418255
10.040118020822483,8.017131894913096,0.5076867575242217,13.806126178527276,0.14561700178565834,-0.3527538468214838
14.963979148864148,7.974972375534212,0.5303378183744862,17.667338175004076,0.08318912494381929,-0.15372672981944877
20.04572518293884,8.023486945646178,0.5201839069343541,22.126364299043566,0.05173969669894249,-0.06557547083017654
25.004687466358227,8.00036398460779,0.5234938146870887,26.74008915852091,0.03486742524460166,-0.021993099064562868
10.065138949829223,10.03244363616001,0.49375882493214984,15.701940360254653,0.1484799872732887,-0.3935503723661475
15.053732120312008,10.026401491912118,0.5111826366036167,19.105461052226847,0.09205576730549925,-0.2045880222970431
19.965550451103887,9.977668905006258,0.527860565337607,23.140821408702998,0.060106746320141756,-0.10340577652521286
